ID,duplicated,pii_absent_high_confidence,pii_absent_low_confidence,full name,ssn,ssn last 4,drivers license #,passport #,TIN,irs identity protection pin,student identification #,bank account #,credit card #,cvv/cvc,password,username,email address,phone number
597,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
598,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
599,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
600,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
602,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
603,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
604,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
605,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
606,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
607,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
608,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
609,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
610,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
611,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
612,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
613,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
614,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
615,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
616,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
617,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
618,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
619,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
620,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
621,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
622,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
623,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
624,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
625,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
626,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
627,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
628,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
629,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
630,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
631,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
632,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
633,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
634,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
635,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
636,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
637,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
638,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
639,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
640,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
641,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
642,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
643,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
644,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
645,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
646,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
647,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
648,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
649,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
650,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
651,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
652,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
653,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
654,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
655,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
656,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
658,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
659,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
660,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
661,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
662,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
663,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
664,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
665,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
666,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
667,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
669,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
670,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
671,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
672,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
673,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
674,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
675,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
676,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
677,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
678,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
680,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
681,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
682,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
683,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
684,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
685,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
686,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
687,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
688,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
689,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
690,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
691,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
692,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
693,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
694,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
695,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
696,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
697,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
698,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
699,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
700,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
702,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
703,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
704,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
705,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
706,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
707,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
708,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
709,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
710,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
711,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
712,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
713,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
714,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
715,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
716,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
717,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
718,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
719,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
720,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
721,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
722,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
723,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
724,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
725,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
726,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
727,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
728,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
729,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
730,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
731,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
732,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
733,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
734,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
735,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
736,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
737,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
738,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
739,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
740,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
741,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
742,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
743,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
744,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
745,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
747,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
748,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
749,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
750,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
751,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
752,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
753,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
754,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
755,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
756,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
757,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
758,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
759,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
760,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
761,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
762,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
763,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
764,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
765,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
766,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
767,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
768,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
769,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
770,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
771,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
772,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
773,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
774,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
775,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
776,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
777,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
779,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
781,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
782,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
783,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
784,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
785,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
786,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
787,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
788,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
790,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
791,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
792,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
793,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
796,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
797,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
799,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
802,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
803,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
804,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
805,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
806,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
808,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
809,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
810,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
811,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
812,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
814,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
817,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
823,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
825,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
826,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
827,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
830,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
831,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
832,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
833,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
834,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
835,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
836,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
837,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
838,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
840,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
841,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
842,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
843,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
844,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
845,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
846,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
847,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
848,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
849,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
850,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
851,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
852,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
853,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
854,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
856,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
857,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
858,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
859,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
860,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
861,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
862,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
863,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
864,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
865,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
866,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
867,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
868,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
869,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
870,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
871,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
872,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
874,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
875,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
876,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
877,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
878,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
879,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
880,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
881,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
885,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
886,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
887,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
888,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
889,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
890,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
891,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
892,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
893,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
894,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
895,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
896,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
897,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
898,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
899,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
900,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
901,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
902,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
903,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
904,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
905,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
906,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
907,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
908,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
909,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
910,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
911,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
912,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
913,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
914,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
915,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
916,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
917,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
918,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
919,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
920,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
921,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
922,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
923,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
924,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
925,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
926,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
927,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
928,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
929,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
930,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
931,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
932,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
933,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
934,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
935,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
936,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
937,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
938,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
939,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
940,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
941,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
942,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
943,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
944,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
945,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
946,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
947,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
948,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
949,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
950,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
951,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
952,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
953,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
954,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
955,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
956,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
958,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
959,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
960,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
961,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
